episode	url
Series 10 Episode 09 – The Geology Elevation	https://bigbangtrans.wordpress.com/series-10-episode-09-the-geology-elevation/
Series 02 Episode 01 – The Bad Fish Paradigm	https://bigbangtrans.wordpress.com/series-2-episode-01-the-bad-fish-paradigm/
Series 09 Episode 24 – The Convergence Convergence	https://bigbangtrans.wordpress.com/series-9-episode-24-the-convergence-convergence/
Series 02 Episode 17 – The Terminator Decoupling	https://bigbangtrans.wordpress.com/series-2-episode-17-the-terminator-decoupling/
Series 04 Episode 06 – The Irish Pub Formulation	https://bigbangtrans.wordpress.com/series-4-episode-06-the-irish-pub-formulation/
Series 06 Episode 06 – The Extract Obliteration	https://bigbangtrans.wordpress.com/series-6-episode-06-the-extract-obliteration/
Series 10 Episode 12 – The Holiday Summation	https://bigbangtrans.wordpress.com/series-10-episode-12-the-holiday-summation/
Series 10 Episode 15 – The Locomotion Reverberation	https://bigbangtrans.wordpress.com/series-10-episode-15-the-locomotion-reverberation/
Series 10 Episode 01 – The Conjugal Conjecture	https://bigbangtrans.wordpress.com/series-10-episode-01-the-conjugal-conjecture/
Series 08 Episode 14 – The Troll Manifestation	https://bigbangtrans.wordpress.com/series-8-episode-14-the-troll-manifestation/
Series 04 Episode 02 – The Cruciferous Vegetable Amplification	https://bigbangtrans.wordpress.com/series-4-episode-02-the-cruciferous-vegetable-amplification/
Series 02 Episode 11 – The Bath Item Gift Hypothesis	https://bigbangtrans.wordpress.com/series-2-episode-11-the-bath-item-gift-hypothesis/
Series 03 Episode 23 – The Lunar Excitation	https://bigbangtrans.wordpress.com/series-3-episode-23-the-lunar-excitation/
Series 07 Episode 08 – The Itchy Brain Simulation	https://bigbangtrans.wordpress.com/series-7-episode-08-the-itchy-brain-simulation/
Series 08 Episode 19 – The Skywalker Incursion	https://bigbangtrans.wordpress.com/series-8-episode-19-the-skywalker-incursion/
Series 06 Episode 14 – The Cooper/Kripke Inversion	https://bigbangtrans.wordpress.com/series-6-episode-14-the-cooperkripke-inversion/
Series 01 Episode 03 – The Fuzzy Boots Corollary	https://bigbangtrans.wordpress.com/series-1-episode-3-the-fuzzy-boots-corollary/
Series 09 Episode 10 – The Earworm Reverberation	https://bigbangtrans.wordpress.com/series-9-episode-10-the-earworm-reverberation/
Series 03 Episode 05 – The Creepy Candy Coating Corollary	https://bigbangtrans.wordpress.com/series-3-episode-05-the-creepy-candy-coating-corollary/
Series 06 Episode 09 – The Parking Spot Escalation	https://bigbangtrans.wordpress.com/series-6-episode-09-the-parking-spot-escalation/
Series 04 Episode 19 – The Zarnecki Incursion	https://bigbangtrans.wordpress.com/series-4-episode-19-the-zarnecki-incursion/
Series 01 Episode 17 – The Tangerine Factor	https://bigbangtrans.wordpress.com/series-1-episode-17-the-tangerine-factor/
Series 09 Episode 07 – The Spock Resonance	https://bigbangtrans.wordpress.com/series-9-episode-07-the-spock-resonance/
Series 09 Episode 05 – The Perspiration Implementation	https://bigbangtrans.wordpress.com/series-9-episode-05-the-perspiration-implementation/
Series 02 Episode 07 – The Panty Pinata Polarization	https://bigbangtrans.wordpress.com/series-2-episode-07-the-panty-pinata-polarization/
Series 04 Episode 14 – The Thespian Catalyst	https://bigbangtrans.wordpress.com/series-4-episode-14-the-thespian-catalyst/
Series 10 Episode 06 – The Foetal Kick Catalyst	https://bigbangtrans.wordpress.com/series-10-episode-06-the-foetal-kick-catalyst/
Series 06 Episode 10 – The Fish Guts Displacement	https://bigbangtrans.wordpress.com/series-6-episode-10-the-fish-guts-displacement/
Series 08 Episode 16 – The Intimacy Acceleration	https://bigbangtrans.wordpress.com/series-8-episode-16-the-intimacy-acceleration/
Series 09 Episode 04 – The 2003 Approximation	https://bigbangtrans.wordpress.com/series-9-episode-04-the-2003-approximation/
Series 10 Episode 08 – The Brain Bowl Incubation	https://bigbangtrans.wordpress.com/series-10-episode-08-the-brain-bowl-incubation/
Series 03 Episode 08 – The Adhesive Duck Deficiency	https://bigbangtrans.wordpress.com/series-3-episode-08-the-adhesive-duck-deficiency/
Series 04 Episode 12 – The Bus Pants Utilization	https://bigbangtrans.wordpress.com/series-4-episode-12-the-bus-pants-utilization/
Series 08 Episode 11 – The Clean Room Infiltration	https://bigbangtrans.wordpress.com/series-8-episode-11-the-clean-room-infiltration/
Series 02 Episode 21 – The Vegas Renormalization	https://bigbangtrans.wordpress.com/series-2-episode-21-the-vegas-renormalization/
Series 03 Episode 21 – The Plimpton Stimulation	https://bigbangtrans.wordpress.com/series-3-episode-21-the-plimpton-stimulation/
Series 09 Episode 18 – The Application Deterioration	https://bigbangtrans.wordpress.com/series-9-episode-18-the-application-deterioration/
Series 01 Episode 06 – The Middle Earth Paradigm	https://bigbangtrans.wordpress.com/series-1-episode-6-the-middle-earth-paradigm/
Series 01 Episode 04 – The Luminous Fish Effect	https://bigbangtrans.wordpress.com/series-1-episode-4-the-luminous-fish-effect/
Series 01 Episode 14 – The Nerdvana Annihilation	https://bigbangtrans.wordpress.com/series-1-episode-14-the-nerdvana-annihilation/
Series 05 Episode 23 – The Launch Acceleration	https://bigbangtrans.wordpress.com/series-5-episode-23-the-launch-acceleration/
Series 07 Episode 18 – The Mommy Observation	https://bigbangtrans.wordpress.com/series-7-episode-18-the-mommy-observation/
Series 01 Episode 01 – Pilot Episode	https://bigbangtrans.wordpress.com/series-1-episode-1-pilot-episode/
Series 07 Episode 22 – The Proton Transmogrification	https://bigbangtrans.wordpress.com/series-7-episode-22-the-proton-transmogrification/
Series 01 Episode 11 – The Pancake Batter Anomaly	https://bigbangtrans.wordpress.com/series-1-episode-11-the-pancake-batter-anomaly/
Series 04 Episode 20 – The Herb Garden Germination	https://bigbangtrans.wordpress.com/series-4-episode-20-the-herb-garden-germination/
Series 04 Episode 08 – The 21 Second Excitation	https://bigbangtrans.wordpress.com/series-4-episode-08-the-21-second-excitation/
Series 10 Episode 11 – The Birthday Synchronicity	https://bigbangtrans.wordpress.com/series-10-episode-11-the-birthday-synchronicity/
Series 09 Episode 03 – The Batchelor Party Corrosion	https://bigbangtrans.wordpress.com/series-9-episode-03-the-batchelor-party-corrosion/
Series 02 Episode 15 – The Maternal Capacitance	https://bigbangtrans.wordpress.com/series-2-episode-15-the-maternal-capacitance/
Series 08 Episode 06 – The Expedition Approximation	https://bigbangtrans.wordpress.com/series-8-episode-06-the-expedition-approximation/
Series 09 Episode 09 – The Platonic Permutation	https://bigbangtrans.wordpress.com/series-9-episode-09-the-platonic-permutation/
Series 03 Episode 06 – The Cornhusker Vortex	https://bigbangtrans.wordpress.com/series-3-episode-06-the-cornhusker-vortex/
Series 07 Episode 12 – The Hesitation Ramification	https://bigbangtrans.wordpress.com/series-7-episode-12-the-hesitation-ramification/
Series 08 Episode 04 – The Hook-Up Reverbration	https://bigbangtrans.wordpress.com/series-8-episode-04-the-hook-up-reverbration/
Series 07 Episode 14 – The Convention Conundrum	https://bigbangtrans.wordpress.com/series-7-episode-14-the-convention-conundrum/
Series 08 Episode 05 – The Focus Attenuation	https://bigbangtrans.wordpress.com/series-7-episode-05-the-focus-attenuation/
Series 10 Episode 03 -The Dependence Transcendence	https://bigbangtrans.wordpress.com/series-10-episode-03-the-dependence-transcendence/
Series 01 Episode 08 – The Grasshopper Experiment	https://bigbangtrans.wordpress.com/series-1-episode-8-the-grasshopper-experiment/
Series 06 Episode 08 – The 43 Peculiarity	https://bigbangtrans.wordpress.com/series-6-episode-08-the-43-peculiarity/
Series 07 Episode 04 – The Raiders Minimization	https://bigbangtrans.wordpress.com/series-7-episode-04-the-raiders-minimization/
Series 10 Episode 07 – The Veracity Elasticity	https://bigbangtrans.wordpress.com/series-10-episode-07-the-veracity-elasticity/
Series 08 Episode 20 – The Fortification Implementation	https://bigbangtrans.wordpress.com/series-8-episode-20-the-fortification-implementation/
Series 04 Episode 03 – The Zazzy Substitution	https://bigbangtrans.wordpress.com/series-4-episode-03-the-zazzy-substitution/
Series 08 Episode 03 – The First Pitch Insufficiency	https://bigbangtrans.wordpress.com/series-8-episode-03-the-first-pitch-insufficiency/
Series 09 Episode 12 – The Sales Call Sublimation	https://bigbangtrans.wordpress.com/series-9-episode-12-the-sales-call-sublimation/
Series 02 Episode 19 – The Dead Hooker Juxtaposition	https://bigbangtrans.wordpress.com/series-2-episode-19-the-dead-hooker-juxtaposition/
Series 04 Episode 05 – The Desperation Emanation	https://bigbangtrans.wordpress.com/series-4-episode-05-the-desperation-emanation/
Series 07 Episode 19 – The Indecision Amalgamation	https://bigbangtrans.wordpress.com/series-7-episode-19-the-indecision-amalgamation/
Series 05 Episode 10 – The Flaming Spittoon Acquisition	https://bigbangtrans.wordpress.com/series-5-episode-10-the-flaming-spittoon-acquisition/
Series 04 Episode 21 – The Agreement Dissection	https://bigbangtrans.wordpress.com/series-4-episode-21-the-agreement-dissection/
Series 05 Episode 01 – The Skank Reflex Analysis	https://bigbangtrans.wordpress.com/series-5-episode-01-the-skank-reflex-analysis/
Series 03 Episode 09 – The Vengeance Formulation	https://bigbangtrans.wordpress.com/series-3-episode-09-the-vengeance-formulation/
Series 03 Episode 11 – The Maternal Congruence	https://bigbangtrans.wordpress.com/series-3-episode-11-the-maternal-congruence/
Series 05 Episode 11 – The Speckerman Recurrence	https://bigbangtrans.wordpress.com/series-5-episode-11-the-speckerman-recurrence/
Series 05 Episode 20 – The Transporter Malfunction	https://bigbangtrans.wordpress.com/series-5-episode-20-the-transporter-malfunction/
Series 01 Episode 15 – The Porkchop Indeterminacy	https://bigbangtrans.wordpress.com/series-1-episode-15-the-porkchop-indeterminacy/
Series 02 Episode 02 – The Codpiece Topology	https://bigbangtrans.wordpress.com/series-2-episode-02-the-codpiece-topology/
Series 03 Episode 02 – The Jiminy Conjecture	https://bigbangtrans.wordpress.com/series-3-episode-02-the-jiminy-conjecture/
Series 03 Episode 14 – The Einstein Approximation	https://bigbangtrans.wordpress.com/series-3-episode-14-the-einstein-approximation/
Series 08 Episode 12 – The Space Probe Disintegration	https://bigbangtrans.wordpress.com/series-8-episode-12-the-space-probe-disintegration/
Series 09 Episode 16 – The Positive Negative Reaction	https://bigbangtrans.wordpress.com/series-9-episode-16-the-positive-negative-reaction/
Series 02 Episode 06 – The Cooper-Nowitzki Theorem	https://bigbangtrans.wordpress.com/series-2-episode-06-the-cooper-nowitzki-theorem-2/
Series 05 Episode 02 – The Infestation Hypothesis	https://bigbangtrans.wordpress.com/series-5-episode-02-the-infestation-hypothesis/
Series 04 Episode 04 – The Hot Troll Deviation	https://bigbangtrans.wordpress.com/series-4-episode-04-the-hot-troll-deviation/
Series 07 Episode 06 – The Romance Resonance	https://bigbangtrans.wordpress.com/series-7-episode-06-the-romance-resonance/
Series 09 Episode 23 – The Line Substitution Solution	https://bigbangtrans.wordpress.com/series-9-episode-23-the-line-substitution-solution/
Series 04 Episode 17 – The Toast Derivation	https://bigbangtrans.wordpress.com/series-4-episode-17-the-toast-derivation/
Series 01 Episode 05 – The Hamburger Postulate	https://bigbangtrans.wordpress.com/series-1-episode-5-the-hamburger-postulate/
Series 03 Episode 19 – The Wheaton Recurrence	https://bigbangtrans.wordpress.com/series-3-episode-19-the-wheaton-recurrence/
Series 08 Episode 15 – The Comic Book Store Regeneration	https://bigbangtrans.wordpress.com/series-8-episode-15-the-comic-book-store-regeneration/
Series 05 Episode 09 – The Ornithophobia Diffusion	https://bigbangtrans.wordpress.com/series-5-episode-09-the-ornithophobia-diffusion/
Series 03 Episode 18 – The Pants Alternative	https://bigbangtrans.wordpress.com/series-3-episode-18-the-pants-alternative/
Series 10 Episode 14 – The Emotion Detection Automation	https://bigbangtrans.wordpress.com/series-10-episode-14-the-emotion-detection-automation/
Series 04 Episode 15 – The Benefactor Factor	https://bigbangtrans.wordpress.com/series-4-episode-15-the-benefactor-factor/
Series 04 Episode 09 – The Boyfriend Complexity	https://bigbangtrans.wordpress.com/series-4-episode-09-the-boyfriend-complexity/
Series 08 Episode 13 – The Anxiety Optimisation	https://bigbangtrans.wordpress.com/series-8-episode-13-the-anxiety-optimisation/
Series 08 Episode 02 – The Junior Professor Solution	https://bigbangtrans.wordpress.com/series-8-episode-02-the-junior-professor-solution/
Series 05 Episode 22 – The Stag Convergence	https://bigbangtrans.wordpress.com/series-5-episode-22-the-stag-convergence/
Series 04 Episode 10 – The Alien Parasite Hypothesis	https://bigbangtrans.wordpress.com/series-4-episode-10-the-alien-parasite-hypothesis/
Series 08 Episode 22 – The Graduation Transmission	https://bigbangtrans.wordpress.com/series-8-episode-22-the-graduation-transmission/
Series 05 Episode 13 – The Recombination Hypothesis	https://bigbangtrans.wordpress.com/series-5-episode-13-the-recombination-hypothesis/
Series 01 Episode 09 – The Cooper-Hofstadter Polarization	https://bigbangtrans.wordpress.com/series-1-episode-9-the-cooper-hofstadter-polarization/
Series 06 Episode 18 – The Contractual Obligation Implementation	https://bigbangtrans.wordpress.com/series-6-episode-18-the-contractual-obligation-implementation/
Series 01 Episode 13 – The Bat Jar Conjecture	https://bigbangtrans.wordpress.com/series-1-episode-13-the-bat-jar-conjecture/
Series 09 Episode 08 – The Mystery Date Observation	https://bigbangtrans.wordpress.com/series-9-episode-08-the-mystery-date-observation/
Series 05 Episode 21 – The Hawking Excitation	https://bigbangtrans.wordpress.com/series-5-episode-21-the-hawking-excitation/
Series 05 Episode 05 – The Russian Rocket Reaction	https://bigbangtrans.wordpress.com/series-5-episode-05-the-russian-rocket-reaction/
Series 07 Episode 17 – The Friendship Turbulence	https://bigbangtrans.wordpress.com/series-7-episode-17-the-friendship-turbulence/
Series 02 Episode 13 – The Friendship Algorithm	https://bigbangtrans.wordpress.com/series-2-episode-13-the-friendship-algorithm/
Series 07 Episode 01 – The Hofstadter Insufficiency	https://bigbangtrans.wordpress.com/series-7-episode-01-the-hofstadter-insufficiency/
Series 10 Episode 24 – The Long Distance Dissonance	https://bigbangtrans.wordpress.com/series-10-episode-24-the-long-distance-dissonance/
Series 02 Episode 12 – The Killer Robot Instability	https://bigbangtrans.wordpress.com/series-2-episode-12-the-killer-robot-instability/
Series 08 Episode 08 – The Prom Equivalency	https://bigbangtrans.wordpress.com/series-8-episode-08-the-prom-equivalency/
Series 08 Episode 07 – The Misinterpretation Agitation	https://bigbangtrans.wordpress.com/series-8-episode-07-the-misinterpretation-agitation/
Series 03 Episode 17 – The Precious Fragmentation	https://bigbangtrans.wordpress.com/series-3-episode-17-the-precious-fragmentation/
Series 07 Episode 09 – The Thanksgiving Decoupling	https://bigbangtrans.wordpress.com/series-7-episode-09-the-thanksgiving-decoupling/
Series 03 Episode 10 – The Gorilla Experiment	https://bigbangtrans.wordpress.com/series-3-episode-10-the-gorilla-experiment/
Series 02 Episode 20 – The Hofstadter Isotope	https://bigbangtrans.wordpress.com/series-2-episode-20-the-hofstadter-isotope/
Series 10 Episode 23 – The Gyroscopic Collapse	https://bigbangtrans.wordpress.com/series-10-episode-23-the-gyroscopic-collapse/
Series 04 Episode 16 – The Cohabitation Formulation	https://bigbangtrans.wordpress.com/series-4-episode-16-the-cohabitation-formulation/
Series 07 Episode 23 – The Gorilla Dissolution	https://bigbangtrans.wordpress.com/series-7-episode-23-the-gorilla-dissolution/
Series 08 Episode 24 – The Commitment Determination	https://bigbangtrans.wordpress.com/series-8-episode-24-the-commitment-determination/
Series 04 Episode 07 – The Apology Insufficiency	https://bigbangtrans.wordpress.com/series-4-episode-07-the-apology-insufficiency/
Series 07 Episode 15 – The Locomotive Manipulation	https://bigbangtrans.wordpress.com/series-7-episode-15-the-locomotive-manipulation/
Series 09 Episode 20 – The Big Bear Precipitation	https://bigbangtrans.wordpress.com/series-9-episode-20-the-big-bear-precipitation/
Series 05 Episode 24 – The Countdown Reflection	https://bigbangtrans.wordpress.com/series-5-episode-24-the-countdown-reflection/
Series 06 Episode 04 – The Re-Entry Minimization	https://bigbangtrans.wordpress.com/series-6-episode-04-the-re-entry-minimization/
Series 03 Episode 20 – The Spaghetti Catalyst	https://bigbangtrans.wordpress.com/series-3-episode-20-the-spaghetti-catalyst/
Series 06 Episode 16 – The Tangible Affection Proof	https://bigbangtrans.wordpress.com/series-6-episode-16-the-tangible-affection-proof/
Series 04 Episode 24 – The Roommate Transmogrification	https://bigbangtrans.wordpress.com/series-4-episode-24-the-roommate-transmogrification/
Series 03 Episode 15 – The Large Hadron Collision	https://bigbangtrans.wordpress.com/series-3-episode-15-the-large-hadron-collision/
Series 05 Episode 07 – The Good Guy Fluctuation	https://bigbangtrans.wordpress.com/series-5-episode-07-the-good-guy-fluctuation/
Series 09 Episode 17 – The Celebration Experimentation	https://bigbangtrans.wordpress.com/series-9-episode-17-the-celebration-experimentation/
Series 04 Episode 11 – The Justice League Recombination	https://bigbangtrans.wordpress.com/series-4-episode-11-the-justice-league-recombination/
Series 05 Episode 08 – The Isolation Permutation	https://bigbangtrans.wordpress.com/series-5-episode-08-the-isolation-permutation/
Series 09 Episode 06 – The Helium Insufficiency	https://bigbangtrans.wordpress.com/series-9-episode-06-the-helium-insufficiency/
Series 06 Episode 02 – The Decoupling Fluctuation	https://bigbangtrans.wordpress.com/series-6-episode-02-the-decoupling-fluctuation/
Series 10 Episode 04 – The Cohabitation Experimentation	https://bigbangtrans.wordpress.com/series-10-episode-04-the-cohabitation-experimentation/
Series 09 Episode 02 – The Separation Oscillation	https://bigbangtrans.wordpress.com/series-9-episode-02-the-separation-oscillation/
Series 06 Episode 07 – The Habitation Configuration	https://bigbangtrans.wordpress.com/series-6-episode-07-the-habitation-configuration/
Series 05 Episode 04 – The Wiggly Finger Catalyst	https://bigbangtrans.wordpress.com/series-5-episode-04-the-wiggly-finger-catalyst/
Series 04 Episode 18 – The Prestidigitation Approximation	https://bigbangtrans.wordpress.com/series-4-episode-18-the-prestidigitation-approximation/
Series 03 Episode 13 – The Bozeman Reaction	https://bigbangtrans.wordpress.com/series-3-episode-13-the-bozeman-reaction/
Series 10 Episode 20 – The Recollection Dissipation	https://bigbangtrans.wordpress.com/series-10-episode-20-the-recollection-dissipation/
Series 10 Episode 02 – The Military Miniturization	https://bigbangtrans.wordpress.com/series-10-episode-02-the-military-miniturization/
Series 07 Episode 16 – The Table Polarisation	https://bigbangtrans.wordpress.com/series-7-episode-16-the-table-polarisation/
Series 08 Episode 01 – The Locomotion Interruption	https://bigbangtrans.wordpress.com/series-8-episode-01-the-locomotion-interruption/
Series 05 Episode 17 – The Rothman Disintegration	https://bigbangtrans.wordpress.com/series-5-episode-17-the-rothman-disintegration/
Series 01 Episode 07 – The Dumpling Paradox	https://bigbangtrans.wordpress.com/series-1-episode-7-the-dumpling-paradox/
Series 08 Episode 23 – The Maternal Combustion	https://bigbangtrans.wordpress.com/series-8-episode-23-the-maternal-combustion/
Series 06 Episode 17 – The Monster Isolation	https://bigbangtrans.wordpress.com/series-6-episode-17-the-monster-isolation/
Series 06 Episode 05 – The Holographic Excitation	https://bigbangtrans.wordpress.com/series-6-episode-05-the-holographic-excitation/
Series 06 Episode 12 – The Egg Salad Equivalency	https://bigbangtrans.wordpress.com/series-6-episode-12-the-egg-salad-equivalency/
Series 06 Episode 01 – The Date Night Variable	https://bigbangtrans.wordpress.com/series-6-episode-01-the-date-night-variable/
Series 02 Episode 22 – The Classified Materials Turbulence	https://bigbangtrans.wordpress.com/series-2-episode-22-the-classified-materials-turbulence/
Series 08 Episode 10 – The Champagne Reflection	https://bigbangtrans.wordpress.com/series-8-episode-10-the-champagne-reflection/
Series 01 Episode 02 – The Big Bran Hypothesis	https://bigbangtrans.wordpress.com/series-1-episode-2-the-big-bran-hypothesis/
Series 07 Episode 20 – The Relationship Diremption	https://bigbangtrans.wordpress.com/series-7-episode-20-the-relationship-diremption/
Series 06 Episode 23 – The Love Spell Potential	https://bigbangtrans.wordpress.com/series-06-episode-23-the-love-spell-potential/
Series 05 Episode 12 – The Shiny Trinket Maneouvre	https://bigbangtrans.wordpress.com/series-5-episode-12-the-shiny-trinket-maneouvre/
Series 07 Episode 05 – The Workplace Proximity	https://bigbangtrans.wordpress.com/series-7-episode-05-the-workplace-proximity/
Series 07 Episode 10 – The Discovery Dissipation	https://bigbangtrans.wordpress.com/series-7-episode-10-the-discovery-dissipation/
Series 08 Episode 18 – The Leftover Thermalization	https://bigbangtrans.wordpress.com/series-8-episode-18-the-leftover-thermalization/
Series 09 Episode 14 – The Meemaw Materialisation	https://bigbangtrans.wordpress.com/series-9-episode-14-the-meemaw-materialisation/
Series 05 Episode 03 – The Pulled Groin Extrapolation	https://bigbangtrans.wordpress.com/series-5-episode-03-the-pulled-groin-extrapolation/
Series 02 Episode 08 – The Lizard-Spock Expansion	https://bigbangtrans.wordpress.com/series-1-episode-08-the-lizard-spock-expansion/
Series 05 Episode 15 – The Friendship Contraction	https://bigbangtrans.wordpress.com/series-5-episode-15-the-friendship-contraction/
Series 07 Episode 21 – The Anything Can Happen Recurrence	https://bigbangtrans.wordpress.com/series-7-episode-21-the-anything-can-happen-recurrence/
Series 03 Episode 22 – The Staircase Implementation	https://bigbangtrans.wordpress.com/series-3-episode-22-the-staircase-implementation/
Series 06 Episode 03 – The Higgs Boson Observation	https://bigbangtrans.wordpress.com/series-6-episode-03-the-higgs-boson-observation/
Series 02 Episode 03 – The Barbarian Sublimation	https://bigbangtrans.wordpress.com/series-2-episode-03-the-barbarian-sublimation/
Series 08 Episode 17 – The Colonization Application	https://bigbangtrans.wordpress.com/series-8-episode-17-the-colonization-application/
Series 06 Episode 11 – The Santa Simulation	https://bigbangtrans.wordpress.com/series-6-episode-11-the-santa-simulation/
Series 10 Episode 18 – The Escape Hatch Identification	https://bigbangtrans.wordpress.com/series-10-episode-18-the-escape-hatch-identification/
Series 02 Episode 18 – The Work Song Nanocluster	https://bigbangtrans.wordpress.com/series-2-episode-18-the-work-song-nanocluster/
Series 09 Episode 13 – The Empathy Optimisation	https://bigbangtrans.wordpress.com/series-9-episode-13-the-empathy-optimisation/
Series 10 Episode 10 – The Property Division Collision	https://bigbangtrans.wordpress.com/series-10-episode-10-the-property-division-collision/
Series 05 Episode 16 – The Vacation Solution	https://bigbangtrans.wordpress.com/series-5-episode-16-the-vacation-solution/
Series 02 Episode 14 – The Financial Permeability	https://bigbangtrans.wordpress.com/series-2-episode-14-the-financial-permeability-2/
Series 03 Episode 04 – The Pirate Solution	https://bigbangtrans.wordpress.com/series-3-episode-04-the-pirate-solution/
Series 07 Episode 11 – The Cooper Extraction	https://bigbangtrans.wordpress.com/series-7-episode-11-the-cooper-extraction/
Series 05 Episode 18 – The Werewolf Transformation	https://bigbangtrans.wordpress.com/series-5-episode-18-the-werewolf-transformation/
Series 07 Episode 02 – The Deception Verification	https://bigbangtrans.wordpress.com/series-7-episode-02-the-deception-verification/
Series 03 Episode 03 – The Gothowitz Deviation	https://bigbangtrans.wordpress.com/series-3-episode-03-the-gothowitz-deviation/
Series 03 Episode 07 – The Guitarist Amplification	https://bigbangtrans.wordpress.com/series-3-episode-07-the-guitarist-amplification/
Series 06 Episode 19 – The Closet Reconfiguration	https://bigbangtrans.wordpress.com/series-6-episode-19-the-closet-reconfiguration/
Series 03 Episode 01 – The Electric Can Opener Fluctuation	https://bigbangtrans.wordpress.com/series-3-episode-01-the-electric-can-opener-fluctuation/
Series 07 Episode 24 – The Status Quo Combustion	https://bigbangtrans.wordpress.com/series-7-episode-24-the-status-quo-combustion/
Series 02 Episode 23 – The Monopolar Expedition	https://bigbangtrans.wordpress.com/series-2-episode-23-the-monopolar-expedition/
Series 09 Episode 11 – The Opening Night Excitation	https://bigbangtrans.wordpress.com/series-9-episode-11-the-opening-night-excitation/
Series 04 Episode 22 – The Wildebeest Implementation	https://bigbangtrans.wordpress.com/series-4-episode-22-the-wildebeest-implementation/
Series 09 Episode 15 – The Valentino Submergence	https://bigbangtrans.wordpress.com/series-9-episode-15-the-valentino-submergence/
Series 09 Episode 19 – The Solder Excursion Diversion	https://bigbangtrans.wordpress.com/series-9-episode-19-the-solder-excursion-diversion/
Series 10 Episode 19 – The Collaboration Fluctuation	https://bigbangtrans.wordpress.com/series-10-episode-19-the-collaboration-fluctuation/
Series 10 Episode 22 – The Cognition Regeneration	https://bigbangtrans.wordpress.com/series-10-episode-22-the-cognition-regeneration/
Series 04 Episode 13 – The Love Car Displacement	https://bigbangtrans.wordpress.com/series-4-episode-13-the-love-car-displacement/
Series 07 Episode 13 – The Occupation Recalibration	https://bigbangtrans.wordpress.com/series-7-episode-13-the-occupation-recalibration/
Series 02 Episode 10 – The Vartabedian Conundrum	https://bigbangtrans.wordpress.com/series-2-episode-11-the-vartabedian-conundrum/
Series 06 Episode 21 – The Closure Alternative	https://bigbangtrans.wordpress.com/series-6-episode-21-the-closure-alternative/
Series 06 Episode 15 – The Spoiler Alert Segmentation	https://bigbangtrans.wordpress.com/series-6-episode-15-the-spoiler-alert-segmentation/
Series 02 Episode 16 – The Cushion Saturation	https://bigbangtrans.wordpress.com/series-2-episode-16-the-cushion-saturation-3/
